source,run,region,baseline_mode,standardization_protocol,baseline_fit_path,member_match_policy,case,period_start,period_end,spei48_mean
smile/MIROC6,r7i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_humidity,2081,2100,-1.5816362973781395
smile/MIROC6,r7i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_pressure,2021,2040,-0.0413727455436894
smile/MIROC6,r7i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_pressure,2041,2060,-0.9710978190005607
smile/MIROC6,r7i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_pressure,2081,2100,-1.5687813090273304
smile/MIROC6,r7i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_precipitation,2021,2040,0.04811242839738086
smile/MIROC6,r7i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_precipitation,2041,2060,-0.1919655141677885
smile/MIROC6,r7i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_precipitation,2081,2100,-0.15302928575279257
smile/MIROC6,r7i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_temperature,2021,2040,-0.8939252113288758
smile/MIROC6,r7i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_temperature,2041,2060,-1.3261973837444225
smile/MIROC6,r7i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_temperature,2081,2100,-1.8062628292650174
smile/MIROC6,r7i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_radiation,2021,2040,-0.22563381391962486
smile/MIROC6,r7i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_radiation,2041,2060,-0.297762163261761
smile/MIROC6,r7i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_radiation,2081,2100,-0.33383580744633873
smile/MIROC6,r7i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_wind,2021,2040,-0.011561080455178103
smile/MIROC6,r7i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_wind,2041,2060,-0.18344580670123545
smile/MIROC6,r7i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_wind,2081,2100,-0.26509804316246277
smile/MIROC6,r7i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_humidity,2021,2040,-0.24887264635428388
smile/MIROC6,r7i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_humidity,2041,2060,-0.3530524551354856
smile/MIROC6,r7i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_humidity,2081,2100,-0.3655523302643655
smile/MIROC6,r7i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_pressure,2021,2040,-0.3372665607973177
smile/MIROC6,r7i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_pressure,2041,2060,-0.33573416623646735
smile/MIROC6,r7i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_pressure,2081,2100,-0.3355620858449627
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,all_actual,2021,2040,-0.05997410077441191
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,all_actual,2041,2060,-1.0333426594124937
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,all_actual,2081,2100,-1.5546976753897128
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,all_clamped,2021,2040,-0.5013330084682662
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,all_clamped,2041,2060,-0.5013330084682662
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,all_clamped,2081,2100,-0.5013525582015955
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_precipitation,2021,2040,-0.3974261169256855
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_precipitation,2041,2060,-1.2083304827971741
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_precipitation,2081,2100,-1.7999402720822355
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_temperature,2021,2040,0.4013211159158664
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_temperature,2041,2060,-0.1012135178361449
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_temperature,2081,2100,-0.13891570989208166
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_radiation,2021,2040,-0.20750687193751058
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_radiation,2041,2060,-1.112496038345888
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_radiation,2081,2100,-1.5975662177706198
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_wind,2021,2040,-0.38580671231855573
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_wind,2041,2060,-1.2161903885997225
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_wind,2081,2100,-1.685453289821428
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_humidity,2021,2040,-0.1265332671698115
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_humidity,2041,2060,-1.033499517489122
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_humidity,2081,2100,-1.5463918462308335
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_pressure,2021,2040,-0.06029425416146212
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_pressure,2041,2060,-1.0340479553164548
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_pressure,2081,2100,-1.5566825779793112
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_precipitation,2021,2040,-0.14423816225079525
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_precipitation,2041,2060,-0.3454189830561696
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_precipitation,2081,2100,-0.2534863662184161
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_temperature,2021,2040,-0.9452967150821017
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_temperature,2041,2060,-1.4356512604784224
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_temperature,2081,2100,-1.9077150285682138
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_radiation,2021,2040,-0.38098785631840487
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_radiation,2041,2060,-0.4501029349935544
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_radiation,2081,2100,-0.4923498356846913
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_wind,2021,2040,-0.12395325773892311
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_wind,2041,2060,-0.293143785742813
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_wind,2081,2100,-0.3646628896947371
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_humidity,2021,2040,-0.4377667103199589
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_humidity,2041,2060,-0.5307589502727205
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_humidity,2081,2100,-0.56174718001075
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_pressure,2021,2040,-0.5021465156590327
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_pressure,2041,2060,-0.5013499376735697
smile/MIROC6,r10i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_pressure,2081,2100,-0.4995710921100727
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,all_actual,2021,2040,0.082501191008829
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,all_actual,2041,2060,-0.49118796644249346
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,all_actual,2081,2100,-1.850641433320663
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,all_clamped,2021,2040,-0.7385945146244033
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,all_clamped,2041,2060,-0.7385945146244033
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,all_clamped,2081,2100,-0.738617120989258
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_precipitation,2021,2040,-0.40004534715984585
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_precipitation,2041,2060,-0.9712883294641174
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_precipitation,2081,2100,-2.061684304605436
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_temperature,2021,2040,0.5502232278795655
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_temperature,2041,2060,0.39424202107793865
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_temperature,2081,2100,-0.41044400842392065
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_radiation,2021,2040,-0.09184302222588922
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_radiation,2041,2060,-0.6267862122731445
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_radiation,2081,2100,-1.882057317670761
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_wind,2021,2040,-0.32076889567855155
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_wind,2041,2060,-0.85559139673694
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_wind,2081,2100,-1.9214130148886777
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_humidity,2021,2040,-0.10645395704179067
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_humidity,2041,2060,-0.6368984247483019
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_humidity,2081,2100,-1.9022141611428622
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_pressure,2021,2040,0.08035688934856702
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_pressure,2041,2060,-0.4931902276414729
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_pressure,2081,2100,-1.8526863176664297
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_precipitation,2021,2040,-0.2376206434538812
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_precipitation,2041,2060,-0.24763767911647108
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_precipitation,2081,2100,-0.5279248577269445
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_temperature,2021,2040,-1.1769812223760547
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_temperature,2041,2060,-1.5715472513295097
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_temperature,2081,2100,-2.1597717454325362
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_radiation,2021,2040,-0.5898098055308926
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_radiation,2041,2060,-0.6324550039270652
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_radiation,2081,2100,-0.7500444078574472
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_wind,2021,2040,-0.2804609612091602
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_wind,2041,2060,-0.34362860256805994
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_wind,2081,2100,-0.6470000934772941
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_humidity,2021,2040,-0.539257388011545
smile/MIROC6,r8i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/MIROC6__pooled_1991-2010__pm__raw-rsds.nc,exact,only_humidity,2041,2060,-0.596929442271581
