source,run,region,baseline_mode,standardization_protocol,baseline_fit_path,member_match_policy,case,period_start,period_end,spei48_mean
smile/CanESM5,r14i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_humidity,2021,2040,0.7035975121182872
smile/CanESM5,r14i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_humidity,2041,2060,0.5950915603384708
smile/CanESM5,r14i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_humidity,2081,2100,0.6005667914383246
smile/CanESM5,r14i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_pressure,2021,2040,0.7467930267139773
smile/CanESM5,r14i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_pressure,2041,2060,0.7491938990200683
smile/CanESM5,r14i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_pressure,2081,2100,0.7503317250170292
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,all_actual,2021,2040,-2.1362197716825766
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,all_actual,2041,2060,-2.3234754007238725
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,all_actual,2081,2100,-2.9003722338050104
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,all_clamped,2021,2040,0.6831254689517369
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,all_clamped,2041,2060,0.6831254689517369
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,all_clamped,2081,2100,0.6831126906639473
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_precipitation,2021,2040,-2.1523391560263736
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_precipitation,2041,2060,-2.58419503663493
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_precipitation,2081,2100,-3.544558717409678
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_temperature,2021,2040,0.5513385248924211
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_temperature,2041,2060,1.0369288096524627
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_temperature,2081,2100,1.4807096027126032
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_radiation,2021,2040,-2.189183384766117
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_radiation,2041,2060,-2.3855841572732723
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_radiation,2081,2100,-2.940634120352945
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_wind,2021,2040,-2.3735744078537437
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_wind,2041,2060,-2.6026249582366274
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_wind,2081,2100,-3.1986362593897604
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_humidity,2021,2040,-1.8087375494716968
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_humidity,2041,2060,-2.235957075683201
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_humidity,2081,2100,-2.9678135533288716
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_pressure,2021,2040,-2.146084101766952
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_pressure,2041,2060,-2.335298224990013
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_pressure,2081,2100,-2.9171795972917205
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_precipitation,2021,2040,0.6705885122527416
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_precipitation,2041,2060,0.9134735820055587
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_precipitation,2081,2100,1.2852619068957873
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_temperature,2021,2040,-2.0889112585543073
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_temperature,2041,2060,-2.8074718463403494
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_temperature,2081,2100,-3.971491348975472
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_radiation,2021,2040,0.7182788418634173
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_radiation,2041,2060,0.7251676699678398
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_radiation,2081,2100,0.6990655828383354
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_wind,2021,2040,0.8411662357537496
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_wind,2041,2060,0.8774670686937988
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_wind,2081,2100,0.8799407629927771
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_humidity,2021,2040,0.3646498388672523
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_humidity,2041,2060,0.6057341552989304
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_humidity,2081,2100,0.7438907150192278
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_pressure,2021,2040,0.6903438037191623
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_pressure,2041,2060,0.6914043176609994
smile/CanESM5,r16i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_pressure,2081,2100,0.6939921092114563
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,all_actual,2021,2040,-2.276663816935818
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,all_actual,2041,2060,-2.336230659554915
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,all_actual,2081,2100,-2.755646664030122
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,all_clamped,2021,2040,1.0651454755540077
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,all_clamped,2041,2060,1.0651454755540077
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,all_clamped,2081,2100,1.0651375865404853
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_precipitation,2021,2040,-2.0722325918516225
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_precipitation,2041,2060,-2.5162102123740127
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_precipitation,2081,2100,-3.301870167340675
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_temperature,2021,2040,0.38689244676139817
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_temperature,2041,2060,1.0654071245207337
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_temperature,2081,2100,1.4964114812895806
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_radiation,2021,2040,-2.2998044047737087
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_radiation,2041,2060,-2.4041999579737725
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_radiation,2081,2100,-2.8097648831999162
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_wind,2021,2040,-2.4056507442343587
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_wind,2041,2060,-2.474669087318443
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_wind,2081,2100,-2.9677196798547008
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_humidity,2021,2040,-1.707832352571965
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_humidity,2041,2060,-2.08851398223335
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_humidity,2081,2100,-2.7257008258929054
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_pressure,2021,2040,-2.287739790318273
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_pressure,2041,2060,-2.349221252037796
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_pressure,2081,2100,-2.773308736946376
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_precipitation,2021,2040,0.8473475102200819
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_precipitation,2041,2060,1.1776883355586647
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_precipitation,2081,2100,1.4672856584410643
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_temperature,2021,2040,-1.6116485306772668
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_temperature,2041,2060,-2.436626555171423
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_temperature,2081,2100,-3.5388968673781416
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_radiation,2021,2040,1.0800720590069839
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_radiation,2041,2060,1.111985549024305
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_radiation,2081,2100,1.0931648701556678
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_wind,2021,2040,1.1405189160119387
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_wind,2041,2060,1.1307719367202211
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_wind,2081,2100,1.185747137408531
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_humidity,2021,2040,0.5625335632979783
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_humidity,2041,2060,0.8745277912060312
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_humidity,2081,2100,1.0402255238407323
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_pressure,2021,2040,1.0726506675944625
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_pressure,2041,2060,1.0732490822864764
smile/CanESM5,r16i1p2f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,only_pressure,2081,2100,1.0750337118905962
smile/CanESM5,r17i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,all_actual,2021,2040,-1.440456322676361
smile/CanESM5,r17i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,all_actual,2041,2060,-2.900614941749747
smile/CanESM5,r17i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,all_actual,2081,2100,-3.6606309506258814
smile/CanESM5,r17i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,all_clamped,2021,2040,0.6108295757782038
smile/CanESM5,r17i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,all_clamped,2041,2060,0.6108295757782038
smile/CanESM5,r17i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,all_clamped,2081,2100,0.6108174541092334
smile/CanESM5,r17i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_precipitation,2021,2040,-1.636285044234342
smile/CanESM5,r17i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_precipitation,2041,2060,-2.970999560719164
smile/CanESM5,r17i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_precipitation,2081,2100,-3.9560729026039136
smile/CanESM5,r17i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_temperature,2021,2040,0.8076793949678934
smile/CanESM5,r17i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_temperature,2041,2060,0.4341924472766778
smile/CanESM5,r17i1p1f1,IRN,native,model-pooled-1991-2010-glo,external/gcmmagicc/data/drought_attribution_smiles/v2/IRN/penman-monteith/cache/fits/CanESM5__pooled_1991-2010__pm__raw-rsds.nc,exact,loo_temperature,2081,2100,0.8359889569791626
