version,iter,trend_y_true,trend_y_truesecond,trend_y_hat,trend_yera_hat
EC-Earth3-Veg,50,3.9251099,4.5081177,3.555481,3.733307
EC-Earth3-Veg-LR,1,5.412781,5.446167,5.053131,4.624054
EC-Earth3-Veg-LR,2,1.9386292,1.7048035,1.4718018,1.2766113
EC-Earth3-Veg-LR,3,1.7048035,1.7386475,1.4256592,1.3751526
EC-Earth3-Veg-LR,4,5.378296,5.446167,5.078186,4.8580933
EC-Earth3-Veg-LR,5,2.1730347,2.2872314,1.8777161,1.9445496
EC-Earth3-Veg-LR,6,4.51593,4.3836975,4.0949707,3.5687256
EC-Earth3-Veg-LR,7,1.7386475,1.9386292,1.2236023,1.2564087
EC-Earth3-Veg-LR,8,5.412781,5.446167,5.184265,4.7109985
EC-Earth3-Veg-LR,9,4.3836975,4.520172,3.9821777,3.750763
EC-Earth3-Veg-LR,10,2.1730347,2.4216003,1.8046875,1.9204407
EC-Earth3-Veg-LR,11,1.7048035,1.7386475,1.4199524,1.4579468
EC-Earth3-Veg-LR,12,1.9386292,1.7386475,1.3283386,1.3544617
EC-Earth3-Veg-LR,13,5.378296,5.412781,5.111786,4.6626587
EC-Earth3-Veg-LR,14,5.378296,5.412781,5.279358,4.8220215
EC-Earth3-Veg-LR,15,1.7048035,1.7386475,1.4844055,1.3197632
EC-Earth3-Veg-LR,16,5.378296,5.412781,5.0841675,4.718231
EC-Earth3-Veg-LR,17,1.7386475,1.9386292,1.4753418,1.3389282
EC-Earth3-Veg-LR,18,2.1730347,2.2872314,1.8441162,1.6921997
EC-Earth3-Veg-LR,19,5.378296,5.412781,5.2358704,4.6922913
EC-Earth3-Veg-LR,20,5.446167,5.412781,5.241394,4.7557373
EC-Earth3-Veg-LR,21,1.9386292,1.7386475,1.3586731,1.296936
EC-Earth3-Veg-LR,22,5.378296,5.446167,5.141144,4.6645203
EC-Earth3-Veg-LR,23,4.51593,4.3836975,3.8693237,3.7575378
EC-Earth3-Veg-LR,24,2.4216003,2.2872314,1.9468384,1.8305969
EC-Earth3-Veg-LR,25,5.446167,5.378296,5.068115,4.8597717
EC-Earth3-Veg-LR,26,1.9386292,1.7386475,1.3908081,1.3279419
EC-Earth3-Veg-LR,27,1.9386292,1.7386475,1.3607788,1.457428
EC-Earth3-Veg-LR,28,1.9386292,1.7048035,1.4110107,1.2729187
EC-Earth3-Veg-LR,29,4.3836975,4.51593,4.028717,3.478424
EC-Earth3-Veg-LR,30,2.2872314,2.1730347,1.821167,1.6253967
EC-Earth3-Veg-LR,31,5.446167,5.378296,5.083435,4.6483154
EC-Earth3-Veg-LR,32,2.2872314,2.4216003,1.84906,1.9171143
EC-Earth3-Veg-LR,33,2.2872314,2.1730347,1.7125244,1.7857971
EC-Earth3-Veg-LR,34,4.520172,4.3836975,4.2032166,3.671997
EC-Earth3-Veg-LR,35,2.2872314,2.1730347,1.8879395,1.8294373
EC-Earth3-Veg-LR,36,4.520172,4.51593,4.0295105,3.701477
EC-Earth3-Veg-LR,37,1.7048035,1.7386475,1.3569641,1.1611328
EC-Earth3-Veg-LR,38,4.3836975,4.520172,4.039459,3.5837097
EC-Earth3-Veg-LR,39,2.2872314,2.4216003,1.9560242,1.573822
EC-Earth3-Veg-LR,40,4.3836975,4.520172,3.9767456,3.6619873
EC-Earth3-Veg-LR,41,4.3836975,4.51593,3.885498,3.6414795
EC-Earth3-Veg-LR,42,5.446167,5.378296,5.1100464,4.9394226
EC-Earth3-Veg-LR,43,2.4216003,2.1730347,1.9003906,1.6230469
EC-Earth3-Veg-LR,44,5.378296,5.446167,4.918915,4.6423035
EC-Earth3-Veg-LR,45,4.51593,4.3836975,3.9277954,3.872589
EC-Earth3-Veg-LR,46,4.3836975,4.51593,4.0137634,3.6466064
EC-Earth3-Veg-LR,47,2.2872314,2.1730347,1.789154,1.8105164
EC-Earth3-Veg-LR,48,1.7048035,1.7386475,1.4196167,1.1513367
EC-Earth3-Veg-LR,49,2.2872314,2.1730347,1.7726746,1.7180176
EC-Earth3-Veg-LR,50,1.7048035,1.7386475,1.3379822,1.2897644
GISS-E2-1-G,1,4.2295837,3.8065186,3.964325,3.7948608
GISS-E2-1-G,2,3.6109924,3.6122131,3.8797302,3.7007446
GISS-E2-1-G,3,4.0560303,3.6122131,4.102478,3.772644
GISS-E2-1-G,4,2.828247,3.7780762,3.934906,3.6403198
GISS-E2-1-G,5,3.8065186,4.2295837,3.9767456,3.7008362
GISS-E2-1-G,6,1.5688477,1.6243591,2.1246338,1.9499207
GISS-E2-1-G,7,2.573639,3.1352234,3.2245178,3.0022278
GISS-E2-1-G,8,2.1583557,2.6705017,2.0748901,2.1350098
GISS-E2-1-G,9,4.2459717,4.2927246,5.045227,4.862915
GISS-E2-1-G,10,4.212097,3.350586,4.019867,3.77536
GISS-E2-1-G,11,2.4743347,1.64151,2.089569,1.8063354
GISS-E2-1-G,12,4.418396,4.4949036,3.914978,3.7305298
GISS-E2-1-G,13,3.8841858,4.2607727,3.9407043,3.5827332
GISS-E2-1-G,14,2.8788452,2.850586,3.9167786,3.7253418
GISS-E2-1-G,15,2.0670166,2.1234741,1.733429,1.6987
GISS-E2-1-G,16,2.5961304,2.5197449,1.9170227,1.6645813
GISS-E2-1-G,17,2.8347473,3.7842407,4.0066833,3.6931763
GISS-E2-1-G,18,3.8507385,3.8829956,4.053406,3.732605
GISS-E2-1-G,19,3.830841,3.4517822,3.9380493,3.674347
GISS-E2-1-G,20,2.9649963,3.8680115,4.0382996,3.716858
GISS-E2-1-G,21,3.6564636,3.6071167,4.1695557,3.7175293
GISS-E2-1-G,22,4.4418945,4.195221,4.0092773,3.7167664
GISS-E2-1-G,23,1.6548767,1.6511841,2.14917,2.1777344
GISS-E2-1-G,24,3.7841797,2.8843384,4.0085144,3.6109314
GISS-E2-1-G,25,3.6097717,4.183075,4.0041504,3.6929932
GISS-E2-1-G,26,3.0422058,3.9088745,4.01532,3.7874756
GISS-E2-1-G,27,4.446686,3.5222168,3.9355469,3.5208435
GISS-E2-1-G,28,4.92572,4.972473,5.1341248,4.6779175
GISS-E2-1-G,29,4.4635925,3.6122131,3.988861,3.707672
GISS-E2-1-G,30,4.804077,4.860443,5.1621094,4.7253723
GISS-E2-1-G,31,3.9325867,4.3112183,3.9777832,3.7419128
GISS-E2-1-G,32,2.1663513,2.244629,1.8409729,1.7554932
GISS-E2-1-G,33,4.305725,3.409912,4.034424,3.6434937
GISS-E2-1-G,34,3.7560425,3.0698853,3.1731262,3.0148315
GISS-E2-1-G,35,3.403778,2.8363342,4.0379333,3.7209778
GISS-E2-1-G,36,1.6043396,1.5409546,1.3209534,1.3392639
GISS-E2-1-G,37,3.981018,3.9125366,3.9519653,3.659668
GISS-E2-1-G,38,2.744751,2.6828613,1.7870483,1.7494507
GISS-E2-1-G,39,3.9761963,3.4053345,3.914795,3.6672974
GISS-E2-1-G,40,4.4625854,3.5605774,4.060272,3.7465515
GISS-E2-1-G,41,5.009613,4.957947,5.1052246,4.805847
GISS-E2-1-G,42,2.2490845,2.178131,1.696228,1.7304993
GISS-E2-1-G,43,4.4306335,3.5103455,3.9838867,3.8405457
GISS-E2-1-G,44,2.625183,2.5469055,1.6806335,1.868988
GISS-E2-1-G,45,2.6766357,2.7530212,1.6619263,1.7291565
GISS-E2-1-G,46,4.3709717,4.090454,4.0283813,3.7321472
GISS-E2-1-G,47,4.2157593,3.393921,3.897583,3.8089905
GISS-E2-1-G,48,1.5722961,1.6018372,2.077179,1.8804321
GISS-E2-1-G,49,3.6994019,3.3547974,3.9946594,3.687317
GISS-E2-1-G,50,2.82135,2.309204,2.066101,1.973938
GISS-E2-1-H,1,3.4413452,3.9787292,4.0429077,3.90094
GISS-E2-1-H,2,3.2073364,3.1773071,4.0300903,3.8336182
GISS-E2-1-H,3,4.4366455,4.3583984,5.215271,4.889221
GISS-E2-1-H,4,4.8797607,4.920868,5.185425,4.9104614
GISS-E2-1-H,5,4.4053345,4.5064697,5.2663574,4.848297
GISS-E2-1-H,6,2.9808655,2.4365845,1.9268799,2.0648804
GISS-E2-1-H,7,4.815277,4.893524,5.09375,4.817322
GISS-E2-1-H,8,3.6592407,4.1423645,4.033325,3.842926
GISS-E2-1-H,9,4.919586,4.883423,5.186859,4.8325195
GISS-E2-1-H,10,4.7226562,4.7999268,5.0398865,4.951233
GISS-E2-1-H,11,4.4982605,4.5393677,5.1747437,4.9045105
GISS-E2-1-H,12,3.1555176,3.185852,4.0865784,4.004364
GISS-E2-1-H,13,3.197113,3.6356506,3.327057,3.0544434
GISS-E2-1-H,14,3.7058716,3.2158813,4.2435913,3.813568
GISS-E2-1-H,15,3.280304,3.2502747,4.034973,3.6761475
GISS-E2-1-H,16,3.4413452,3.488739,4.0920105,3.8179016
GISS-E2-1-H,17,3.5578918,3.5882263,4.0734253,3.7886963
GISS-E2-1-H,18,3.829132,3.8833923,4.070099,3.8926697
GISS-E2-1-H,19,5.205719,5.270691,5.1539307,4.910614
GISS-E2-1-H,20,2.766571,3.2051086,3.403839,3.038269
GISS-E2-1-H,21,3.1999207,3.6384583,3.376587,3.1020813
GISS-E2-1-H,22,4.1355896,3.6455994,4.0589294,3.8146362
GISS-E2-1-H,23,3.9193726,3.9797363,4.0263977,3.8251343
GISS-E2-1-H,24,4.4415283,4.4776917,5.2357483,4.9370117
GISS-E2-1-H,25,3.9096985,3.8796692,3.9976196,3.8224792
GISS-E2-1-H,26,2.7580261,3.1965637,3.305603,2.988617
GISS-E2-1-H,27,4.4671936,4.389923,5.182434,4.9599304
GISS-E2-1-H,28,4.3659973,4.366974,5.3544617,4.9550476
GISS-E2-1-H,29,3.488739,3.4587097,4.1583557,3.7145996
GISS-E2-1-H,30,4.4806824,4.5456543,5.182495,5.0091248
GISS-E2-1-H,31,1.971283,2.515564,1.973999,1.8187561
GISS-E2-1-H,32,4.444519,4.5217896,5.076111,4.9341736
GISS-E2-1-H,33,3.6560974,3.649231,4.1455994,3.8411255
GISS-E2-1-H,34,4.9606934,4.919586,5.3358765,4.9076843
GISS-E2-1-H,35,3.6560974,3.6018372,3.9551392,3.8843079
GISS-E2-1-H,36,1.8861389,2.43042,1.9429016,1.9299622
GISS-E2-1-H,37,3.6817932,3.6514587,4.058075,3.90802
GISS-E2-1-H,38,3.6854248,3.638031,4.179901,3.8752136
GISS-E2-1-H,39,5.10672,5.14386,5.0087585,4.924591
GISS-E2-1-H,40,3.6973267,3.1599426,4.1679077,3.82312
GISS-E2-1-H,41,3.6356506,3.197113,3.2352295,3.1428528
GISS-E2-1-H,42,4.482605,4.441498,5.167145,4.88266
GISS-E2-1-H,43,4.7226562,4.8237915,5.1062317,4.899811
GISS-E2-1-H,44,4.1355896,3.6524658,4.0905457,3.903595
GISS-E2-1-H,45,2.6963196,3.2406006,2.1109009,2.0222778
GISS-E2-1-H,46,3.2227478,3.2158813,3.9692993,3.7565002
GISS-E2-1-H,47,2.8147888,3.2533264,3.2168274,3.072815
GISS-E2-1-H,48,4.852417,4.893524,5.0506287,4.8322754
GISS-E2-1-H,49,3.5882263,3.5708618,4.0638733,3.8239746
GISS-E2-1-H,50,4.4611206,4.462097,5.223572,5.030945
GISS-E2-2-G,1,3.4320068,3.4044495,3.4119263,4.292877
GISS-E2-2-G,2,4.4578247,4.5629883,4.2934265,5.3023376
GISS-E2-2-G,3,3.891327,3.9535217,4.2352295,5.2412415
GISS-E2-2-G,4,4.5629883,4.4243164,4.190399,5.2684937
GISS-E2-2-G,5,4.0656433,3.9269714,4.394226,5.2243347
GISS-E2-2-G,6,4.0029297,3.9407349,4.1902466,5.3768005
GISS-E2-2-G,7,3.4044495,3.4320068,3.4095764,4.047516
GISS-E2-2-G,8,3.9393005,3.8435974,4.2872925,5.1445923
GISS-E2-2-G,9,3.4597778,3.5011597,3.3118286,4.0553894
GISS-E2-2-G,10,3.4736023,3.4219055,3.3405457,4.1488037
GISS-E2-2-G,11,3.9964905,3.9535217,4.171631,5.2798767
GISS-E2-2-G,12,4.010681,4.0245056,3.413086,4.0316467
GISS-E2-2-G,13,4.0458984,4.0029297,4.1711426,5.332428
GISS-E2-2-G,14,4.5624695,4.528961,4.1751404,5.158844
GISS-E2-2-G,15,3.4654236,3.4378662,3.401764,4.138336
GISS-E2-2-G,16,3.9869385,3.9247437,4.2098083,5.2380676
GISS-E2-2-G,17,3.4320068,3.3527527,3.4179688,4.3053894
GISS-E2-2-G,18,3.9269714,3.9604797,4.207062,5.375763
GISS-E2-2-G,19,3.9535217,3.9964905,4.26178,5.272888
GISS-E2-2-G,20,3.9709473,3.9985046,3.459076,4.137085
GISS-E2-2-G,21,4.55777,4.572998,4.312805,5.2119446
GISS-E2-2-G,22,4.003479,4.044861,3.3926392,4.2533264
GISS-E2-2-G,23,3.972229,4.023926,3.299286,4.1171875
GISS-E2-2-G,24,3.4655762,3.506958,3.447876,4.118805
GISS-E2-2-G,25,4.5200195,4.5629883,4.371338,5.224243
GISS-E2-2-G,26,4.0132446,4.028473,4.1569824,5.2965393
GISS-E2-2-G,27,3.8912354,3.9717102,4.3800354,5.147339
GISS-E2-2-G,28,3.390625,3.3527527,3.144989,4.1231384
GISS-E2-2-G,29,3.9535217,3.891327,4.1362,5.179291
GISS-E2-2-G,30,4.0074463,3.9269714,4.3747864,5.3371277
GISS-E2-2-G,31,3.9985046,3.9709473,3.3541565,4.0744934
GISS-E2-2-G,32,4.0101013,4.023926,3.473236,4.2121887
GISS-E2-2-G,33,3.4736023,3.5011597,3.4345703,3.9968872
GISS-E2-2-G,34,3.9571228,3.9192505,3.3437805,4.1255493
GISS-E2-2-G,35,4.6246643,4.528961,4.2131042,5.0698547
GISS-E2-2-G,36,3.440033,3.4814148,3.310089,4.2474365
GISS-E2-2-G,37,3.9571228,3.9985046,3.3805237,4.123871
GISS-E2-2-G,38,3.9382935,3.891327,4.107147,5.296875
GISS-E2-2-G,39,4.051483,4.0101013,3.3957825,4.075836
GISS-E2-2-G,40,3.9604797,4.0074463,4.2437134,5.226074
GISS-E2-2-G,41,3.9072266,4.0458984,4.2781067,5.3353577
GISS-E2-2-G,42,3.9709473,3.9985046,3.4426575,4.126251
GISS-E2-2-G,43,4.477295,4.572998,4.3186035,5.1856384
GISS-E2-2-G,44,3.8771057,3.8435974,4.221283,5.22995
GISS-E2-2-G,45,3.8912354,4.029907,4.2994385,5.351593
GISS-E2-2-G,46,3.8912354,3.9717102,4.029541,5.24292
GISS-E2-2-G,47,3.9535217,3.8578186,4.3329773,5.318756
GISS-E2-2-G,48,3.506958,3.4277039,3.5202637,4.2839355
GISS-E2-2-G,49,4.4778748,4.5583496,4.1048584,5.2648926
GISS-E2-2-G,50,3.4378662,3.4240417,3.2770386,4.077423
HadGEM3-GC31-LL,1,6.238495,6.235443,4.857483,4.1974487
HadGEM3-GC31-LL,2,6.1637573,6.235443,4.750519,4.046417
HadGEM3-GC31-LL,3,6.4453735,6.4895935,4.6615295,4.019165
HadGEM3-GC31-LL,4,6.267914,6.3151855,4.8597107,4.2467346
HadGEM3-GC31-LL,5,6.4971313,6.4940796,4.8602295,4.1696167
HadGEM3-GC31-LL,6,6.4453735,6.4926453,4.61615,4.071747
HadGEM3-GC31-LL,7,6.422394,6.4940796,4.878174,4.1178894
HadGEM3-GC31-LL,8,6.238495,6.235443,4.845886,4.191498
HadGEM3-GC31-LL,9,6.4453735,6.4179077,4.8803406,4.200714
HadGEM3-GC31-LL,10,6.1637573,6.235443,4.7227173,4.248535
HadGEM3-GC31-LL,11,6.3151855,6.312134,4.644226,4.0957336
HadGEM3-GC31-LL,12,6.4971313,6.422394,4.775055,4.0455017
HadGEM3-GC31-LL,13,6.4971313,6.4940796,4.6858215,4.1754456
HadGEM3-GC31-LL,14,6.4940796,6.4498596,4.711212,4.1439514
HadGEM3-GC31-MM,1,6.1089783,6.1058044,4.876251,4.368805
HadGEM3-GC31-MM,2,6.2058716,6.1790466,4.9096375,4.4231567
HadGEM3-GC31-MM,3,6.207733,6.180908,4.833435,4.4045715
HadGEM3-GC31-MM,4,6.0821533,6.1089783,4.8944397,4.375946
HadGEM3-GC31-MM,5,6.1635437,6.2058716,4.680542,4.404022
HadGEM3-GC31-MM,6,6.282959,6.286133,4.753296,4.3282166
HadGEM3-GC31-MM,7,6.2058716,6.1635437,4.8488464,4.373352
HadGEM3-GC31-MM,8,6.207733,6.1654053,4.80188,4.354767
HadGEM3-GC31-MM,9,6.286133,6.243805,4.811798,4.257782
HadGEM3-GC31-MM,10,6.0666504,6.1089783,4.8127747,4.441742
HadGEM3-GC31-MM,11,6.1058044,6.0821533,4.7888794,4.4445496
HadGEM3-GC31-MM,12,6.1654053,6.2045593,4.7809753,4.480957
IPSL-CM6A-LR,1,3.7881775,3.8527832,2.9961548,2.9937134
IPSL-CM6A-LR,2,4.6962585,4.6698914,3.8055115,3.743866
IPSL-CM6A-LR,3,5.6552124,5.6571655,5.0063477,4.5498047
IPSL-CM6A-LR,4,2.5616455,2.6479492,1.7024841,1.8710327
IPSL-CM6A-LR,5,3.9361572,3.7661133,2.9474792,2.9031677
IPSL-CM6A-LR,6,1.6492615,1.7284241,1.0573425,0.95861816
IPSL-CM6A-LR,7,3.9361572,3.8707275,3.004242,3.0057678
IPSL-CM6A-LR,8,3.6827393,3.806366,3.059021,3.029419
IPSL-CM6A-LR,9,2.0997314,2.136139,1.4871521,1.5028076
IPSL-CM6A-LR,10,4.1091003,4.17453,3.1243896,2.7419739
IPSL-CM6A-LR,11,4.0646667,3.94104,2.942749,2.874878
IPSL-CM6A-LR,12,2.1766968,2.1959229,1.4814453,1.6414185
IPSL-CM6A-LR,13,3.8880005,3.9534302,3.0353088,2.9018555
IPSL-CM6A-LR,14,4.66568,4.651367,3.815796,3.5
IPSL-CM6A-LR,15,1.6673889,1.7284241,1.2370605,1.1989136
IPSL-CM6A-LR,16,4.82489,4.7173767,3.743988,3.6641235
IPSL-CM6A-LR,17,3.893402,3.8469849,2.8635254,2.9893494
IPSL-CM6A-LR,18,1.4090576,1.5657043,1.133667,1.0420227
IPSL-CM6A-LR,19,4.664398,4.7066956,3.7905884,3.6851501
IPSL-CM6A-LR,20,3.8715515,3.8745422,3.0747986,3.0073853
IPSL-CM6A-LR,21,1.559906,1.5639954,1.225647,1.19281
IPSL-CM6A-LR,22,3.8529358,3.8793945,3.0038147,2.9527588
IPSL-CM6A-LR,23,1.7367554,1.6757202,1.0519104,1.0631409
IPSL-CM6A-LR,24,4.7929993,4.729126,3.7890015,3.6472778
IPSL-CM6A-LR,25,4.7312927,4.75766,3.695221,3.7360535
IPSL-CM6A-LR,26,3.9526978,4.0181274,2.8526611,3.040924
IPSL-CM6A-LR,27,1.625,1.7041626,1.1460876,1.0907898
IPSL-CM6A-LR,28,4.706238,4.6687317,3.5653076,3.6279297
IPSL-CM6A-LR,29,4.7460938,4.6920776,3.784912,3.6237488
IPSL-CM6A-LR,30,2.1568298,2.2697754,1.5822144,1.5877075
IPSL-CM6A-LR,31,1.625,1.7041626,1.1160889,1.2132874
IPSL-CM6A-LR,32,4.74234,4.796356,3.7928467,3.631256
IPSL-CM6A-LR,33,4.658264,4.6374207,3.841095,3.472351
IPSL-CM6A-LR,34,1.5639954,1.6984253,1.1604309,0.9765625
IPSL-CM6A-LR,35,5.9506836,5.873596,4.6867676,4.7137756
IPSL-CM6A-LR,36,4.9570312,4.999878,4.0176697,3.8063354
IPSL-CM6A-LR,37,3.846222,3.8735046,3.1736755,2.9113464
IPSL-CM6A-LR,38,1.648468,1.5693054,1.1289062,1.0058289
IPSL-CM6A-LR,39,5.8594666,5.8850403,4.6832886,4.767853
IPSL-CM6A-LR,40,1.5578003,1.5396729,1.0679932,1.0615234
IPSL-CM6A-LR,41,2.0715027,2.132782,1.6204224,1.5754395
IPSL-CM6A-LR,42,1.7058716,1.6800537,1.2389832,1.1604309
IPSL-CM6A-LR,43,2.136139,2.1189575,1.5465088,1.5632935
IPSL-CM6A-LR,44,4.6764526,4.5892334,3.7342834,3.6247559
IPSL-CM6A-LR,45,5.7309875,5.7868347,4.842865,4.6276855
IPSL-CM6A-LR,46,5.8943176,5.8384705,4.946808,4.624054
IPSL-CM6A-LR,47,5.8485107,5.9000244,4.8311157,4.8127136
IPSL-CM6A-LR,48,3.8694763,3.896759,2.8173828,2.9308167
IPSL-CM6A-LR,49,2.227234,2.2080078,1.7415161,1.4791565
IPSL-CM6A-LR,50,4.6830444,4.706238,3.8655396,3.6383362
MIROC-ES2L,1,1.3548889,1.3876343,1.4723206,1.3566284
MIROC-ES2L,2,3.4767456,3.5004272,4.033386,3.9678345
MIROC-ES2L,3,1.7935791,1.773529,1.8375244,1.6645203
MIROC-ES2L,4,1.7413635,1.7557678,1.8907166,1.7674866
MIROC-ES2L,5,1.4265442,1.4570312,1.3340454,1.2043762
MIROC-ES2L,6,1.5055847,1.5079956,1.276825,1.3507385
MIROC-ES2L,7,1.4466248,1.4109192,1.3117676,1.322998
MIROC-ES2L,8,4.205353,4.207947,5.0772095,5.0304565
MIROC-ES2L,9,4.148529,4.130829,4.95166,5.0447083
MIROC-ES2L,10,4.148529,4.2079163,5.1583557,5.0932007
MIROC-ES2L,11,1.5464783,1.5272217,1.4551086,1.351593
MIROC-ES2L,12,3.4457092,3.43042,3.9918823,3.955658
MIROC-ES2L,13,1.4172668,1.4327393,1.2991333,1.4243164
MIROC-ES2L,14,1.4871216,1.4445496,1.3971863,1.2748718
MIROC-ES2L,15,4.2141724,4.2322693,5.090576,4.9224243
MIROC-ES2L,16,1.4871216,1.4893799,1.4056091,1.2397461
MIROC-ES2L,17,1.8442993,1.8294067,1.8619385,1.978302
MIROC-ES2L,18,4.1427,4.234375,5.0128174,4.9706116
MIROC-ES2L,19,4.224701,4.2396545,5.0527344,5.142914
MIROC-ES2L,20,1.7961426,1.7924805,2.004303,1.8434753
MIROC-ES2L,21,3.4404297,3.4243164,3.9970093,3.9916992
MIROC-ES2L,22,1.8134766,1.8178711,1.9095764,1.8816528
MIROC-ES2L,23,3.4773865,3.461609,3.9864197,3.9580078
MIROC-ES2L,24,4.21994,4.1336365,5.216522,4.8754883
MIROC-ES2L,25,1.8085022,1.8033447,1.8520203,1.9259033
MIROC-ES2L,26,1.8014832,1.790741,1.8023682,1.9401245
MIROC-ES2L,27,3.4236145,3.4128418,4.140808,3.9482422
MIROC-ES2L,28,4.1759644,4.267639,4.965576,4.9720764
MIROC-ES2L,29,1.5047607,1.445221,1.3547974,1.2528992
MIROC-ES2L,30,1.4189148,1.4104004,1.3886414,1.4019775
MIROC-ES2L,31,1.8222961,1.8033447,2.0109558,1.7999878
MIROC-ES2L,32,1.4289551,1.3823853,1.2949524,1.2564697
MIROC-ES2L,33,1.7496033,1.742157,1.901123,1.833252
MIROC-ES2L,34,1.7339172,1.7521057,1.941742,1.8738708
MIROC-ES2L,35,1.7350159,1.7268066,1.7671509,1.7850952
MIROC-ES2L,36,3.3765564,3.3753662,4.111847,4.019287
MIROC-ES2L,37,3.43042,3.437683,4.0679016,4.128296
MIROC-ES2L,38,1.4265442,1.4592896,1.3570862,1.3563538
MIROC-ES2L,39,3.4427795,3.417328,4.1069336,4.0470276
MIROC-ES2L,40,3.4466553,3.4543457,4.018158,3.9722595
MIROC-ES2L,41,4.257904,4.195923,5.1882324,5.105194
MIROC-ES2L,42,1.783844,1.7648926,1.9373474,1.9137573
MIROC-ES2L,43,3.375946,3.3493042,4.0935974,4.0559998
MIROC-ES2L,44,3.4062805,3.4059448,4.1903076,4.1686096
MIROC-ES2L,45,1.5122986,1.4984741,1.3782349,1.3595581
MIROC-ES2L,46,4.216858,4.2758484,4.9115295,5.1002197
MIROC-ES2L,47,1.4588928,1.4089355,1.2686157,1.4543762
MIROC-ES2L,48,3.5004272,3.4767456,4.123749,3.9466858
MIROC-ES2L,49,3.4833374,3.478119,4.001892,4.0993347
MIROC-ES2L,50,4.192871,4.177704,5.084656,5.042938
MIROC6,1,4.0162354,4.062439,5.9624634,5.7626343
MIROC6,2,1.2655945,1.3652954,1.381897,1.2348938
MIROC6,3,1.3395386,1.4376526,1.4738159,1.3240662
MIROC6,4,1.685669,1.678894,2.1176453,1.8159485
MIROC6,5,3.266693,3.2488098,4.27594,4.304474
MIROC6,6,1.6600952,1.6280212,1.73349,2.1245728
MIROC6,7,3.24469,3.2080078,4.3406982,4.4902344
MIROC6,8,3.978119,4.02005,5.632416,5.8017273
MIROC6,9,3.2686768,3.2148132,4.1018066,4.4309998
MIROC6,10,3.2558289,3.202118,4.2536316,4.292053
MIROC6,11,4.0151978,3.9848022,5.788147,5.606262
MIROC6,12,3.2404785,3.2126465,4.468384,4.1495667
MIROC6,13,1.6476746,1.6749573,1.9147034,1.9761047
MIROC6,14,3.3309326,3.285675,4.299347,4.288147
MIROC6,15,1.6200562,1.702179,2.3136292,2.1543884
MIROC6,16,1.3113098,1.3148804,1.2948914,1.2929077
MIROC6,17,1.4038086,1.3352661,1.5211487,1.4569702
UKESM1-0-LL,1,5.8965454,5.8826294,4.0389404,3.9382935
UKESM1-0-LL,2,2.365387,2.4459229,1.0574646,1.1462097
UKESM1-0-LL,3,2.432434,2.4519958,1.17276,1.1047668
UKESM1-0-LL,4,3.140503,3.0829468,1.6836243,1.6470642
UKESM1-0-LL,5,3.7202759,3.729309,2.0040894,1.9454956
UKESM1-0-LL,6,5.6088257,5.6303406,3.9685059,3.9490051
UKESM1-0-LL,7,5.661865,5.675537,4.043701,4.044983
UKESM1-0-LL,8,5.6393127,5.636261,4.0867004,3.947937
UKESM1-0-LL,9,3.0872192,3.0404663,1.4958496,1.445221
UKESM1-0-LL,10,2.878601,2.8105469,1.5591125,1.5198364
UKESM1-0-LL,11,3.7730408,3.7284546,1.8899536,1.9502258
UKESM1-0-LL,12,5.870453,5.6954956,4.0327454,3.9204712
UKESM1-0-LL,13,2.908844,2.9664001,1.6348267,1.6446228
UKESM1-0-LL,14,2.2884827,2.277588,1.181366,1.1236572
UKESM1-0-LL,15,2.7337036,2.8511353,1.6017456,1.7219238
UKESM1-0-LL,16,2.8721313,2.8890076,1.5238953,1.5884094
UKESM1-0-LL,17,6.7640076,6.7063904,4.978424,4.881714
UKESM1-0-LL,18,2.852417,2.9429016,1.6897888,1.6799622
UKESM1-0-LL,19,5.6765137,5.6576233,4.0469055,3.8381348
UKESM1-0-LL,20,6.628723,6.6863403,5.020355,4.9216614
UKESM1-0-LL,21,3.1257935,3.1157837,1.583313,1.59021
UKESM1-0-LL,22,2.854828,2.9824219,1.5214539,1.6723328
UKESM1-0-LL,23,3.0660706,3.0450745,1.6539917,1.54245
UKESM1-0-LL,24,5.8221436,5.6340637,4.0516663,3.9299011
UKESM1-0-LL,25,5.725647,5.673004,4.049103,3.8621216
UKESM1-0-LL,26,5.658478,5.662842,4.088379,3.9587402
UKESM1-0-LL,27,6.5855713,6.580353,5.0388794,4.8821716
UKESM1-0-LL,28,5.6303406,5.5792847,3.944397,4.0158997
UKESM1-0-LL,29,6.6271973,6.679596,5.094818,4.891388
UKESM1-0-LL,30,5.601898,5.7502747,4.0500793,3.89682
UKESM1-0-LL,31,2.8251953,2.7249756,1.6624756,1.6014099
UKESM1-0-LL,32,2.3305054,2.3196106,1.1513672,1.1015625
UKESM1-0-LL,33,5.7912292,5.780426,4.1497498,3.9308777
UKESM1-0-LL,34,2.8630676,2.8461914,1.5665894,1.5033569
UKESM1-0-LL,35,5.761322,5.6073,4.1549377,3.854828
UKESM1-0-LL,36,5.6648254,5.6863403,4.037506,3.8959656
UKESM1-0-LL,37,2.9802856,2.9630737,1.5879211,1.519867
UKESM1-0-LL,38,2.3518982,2.4519958,1.0822449,1.0809937
UKESM1-0-LL,39,2.4260864,2.4196167,1.097168,1.0650635
