driving_model,scenario,is_test,file_glob,source,members_used
GFDL-ESM4,ssp370,False,data_DAT_GFDL-ESM4_ssp370_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GISS-E2-1-G,ssp370,False,data_DAT_GISS-E2-1-G_ssp370_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GISS-E2-1-H,ssp370,False,data_DAT_GISS-E2-1-H_ssp370_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GISS-E2-2-G,ssp370,False,data_DAT_GISS-E2-2-G_ssp370_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
HadGEM3-GC31-LL,ssp370,False,data_DAT_HadGEM3-GC31-LL_ssp370_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
HadGEM3-GC31-MM,ssp370,False,data_DAT_HadGEM3-GC31-MM_ssp370_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
INM-CM4-8,ssp370,False,data_DAT_INM-CM4-8_ssp370_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
INM-CM5-0,ssp370,False,data_DAT_INM-CM5-0_ssp370_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
IPSL-CM6A-LR,ssp370,False,data_DAT_IPSL-CM6A-LR_ssp370_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
MIROC-ES2L,ssp370,False,data_DAT_MIROC-ES2L_ssp370_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
MIROC6,ssp370,False,data_DAT_MIROC6_ssp370_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
UKESM1-0-LL,ssp370,False,data_DAT_UKESM1-0-LL_ssp370_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
ACCESS-CM2,ssp434,False,data_DAT_ACCESS-CM2_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
ACCESS-ESM1-5,ssp434,False,data_DAT_ACCESS-ESM1-5_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CanESM5,ssp434,False,data_DAT_CanESM5_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CanESM5-1,ssp434,False,data_DAT_CanESM5-1_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CanESM5-CanOE,ssp434,False,data_DAT_CanESM5-CanOE_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CESM2,ssp434,False,data_DAT_CESM2_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CESM2-WACCM,ssp434,False,data_DAT_CESM2-WACCM_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3,ssp434,False,data_DAT_EC-Earth3_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3-CC,ssp434,False,data_DAT_EC-Earth3-CC_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3-Veg,ssp434,False,data_DAT_EC-Earth3-Veg_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3-Veg-LR,ssp434,False,data_DAT_EC-Earth3-Veg-LR_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
FGOALS-g3,ssp434,False,data_DAT_FGOALS-g3_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GFDL-CM4,ssp434,False,data_DAT_GFDL-CM4_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GFDL-ESM4,ssp434,False,data_DAT_GFDL-ESM4_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GISS-E2-1-G,ssp434,False,data_DAT_GISS-E2-1-G_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GISS-E2-1-H,ssp434,False,data_DAT_GISS-E2-1-H_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GISS-E2-2-G,ssp434,False,data_DAT_GISS-E2-2-G_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
HadGEM3-GC31-LL,ssp434,False,data_DAT_HadGEM3-GC31-LL_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
HadGEM3-GC31-MM,ssp434,False,data_DAT_HadGEM3-GC31-MM_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
INM-CM4-8,ssp434,False,data_DAT_INM-CM4-8_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
INM-CM5-0,ssp434,False,data_DAT_INM-CM5-0_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
IPSL-CM6A-LR,ssp434,False,data_DAT_IPSL-CM6A-LR_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
MIROC-ES2L,ssp434,False,data_DAT_MIROC-ES2L_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
MIROC6,ssp434,False,data_DAT_MIROC6_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
UKESM1-0-LL,ssp434,False,data_DAT_UKESM1-0-LL_ssp434_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
ACCESS-CM2,ssp460,False,data_DAT_ACCESS-CM2_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
ACCESS-ESM1-5,ssp460,False,data_DAT_ACCESS-ESM1-5_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CanESM5,ssp460,False,data_DAT_CanESM5_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CanESM5-1,ssp460,False,data_DAT_CanESM5-1_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CanESM5-CanOE,ssp460,False,data_DAT_CanESM5-CanOE_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CESM2,ssp460,False,data_DAT_CESM2_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CESM2-WACCM,ssp460,False,data_DAT_CESM2-WACCM_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3,ssp460,False,data_DAT_EC-Earth3_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3-CC,ssp460,False,data_DAT_EC-Earth3-CC_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3-Veg,ssp460,False,data_DAT_EC-Earth3-Veg_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3-Veg-LR,ssp460,False,data_DAT_EC-Earth3-Veg-LR_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
FGOALS-g3,ssp460,False,data_DAT_FGOALS-g3_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GFDL-CM4,ssp460,False,data_DAT_GFDL-CM4_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GFDL-ESM4,ssp460,False,data_DAT_GFDL-ESM4_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GISS-E2-1-G,ssp460,False,data_DAT_GISS-E2-1-G_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GISS-E2-1-H,ssp460,False,data_DAT_GISS-E2-1-H_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GISS-E2-2-G,ssp460,False,data_DAT_GISS-E2-2-G_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
HadGEM3-GC31-LL,ssp460,False,data_DAT_HadGEM3-GC31-LL_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
HadGEM3-GC31-MM,ssp460,False,data_DAT_HadGEM3-GC31-MM_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
INM-CM4-8,ssp460,False,data_DAT_INM-CM4-8_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
INM-CM5-0,ssp460,False,data_DAT_INM-CM5-0_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
IPSL-CM6A-LR,ssp460,False,data_DAT_IPSL-CM6A-LR_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
MIROC-ES2L,ssp460,False,data_DAT_MIROC-ES2L_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
MIROC6,ssp460,False,data_DAT_MIROC6_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
UKESM1-0-LL,ssp460,False,data_DAT_UKESM1-0-LL_ssp460_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
ACCESS-CM2,hist-GHG,False,data_DAT_ACCESS-CM2_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
ACCESS-ESM1-5,hist-GHG,False,data_DAT_ACCESS-ESM1-5_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CanESM5,hist-GHG,False,data_DAT_CanESM5_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CanESM5-1,hist-GHG,False,data_DAT_CanESM5-1_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CanESM5-CanOE,hist-GHG,False,data_DAT_CanESM5-CanOE_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CESM2,hist-GHG,False,data_DAT_CESM2_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CESM2-WACCM,hist-GHG,False,data_DAT_CESM2-WACCM_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3,hist-GHG,False,data_DAT_EC-Earth3_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3-CC,hist-GHG,False,data_DAT_EC-Earth3-CC_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3-Veg,hist-GHG,False,data_DAT_EC-Earth3-Veg_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3-Veg-LR,hist-GHG,False,data_DAT_EC-Earth3-Veg-LR_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
FGOALS-g3,hist-GHG,False,data_DAT_FGOALS-g3_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GFDL-CM4,hist-GHG,False,data_DAT_GFDL-CM4_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GFDL-ESM4,hist-GHG,False,data_DAT_GFDL-ESM4_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GISS-E2-1-G,hist-GHG,False,data_DAT_GISS-E2-1-G_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GISS-E2-1-H,hist-GHG,False,data_DAT_GISS-E2-1-H_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GISS-E2-2-G,hist-GHG,False,data_DAT_GISS-E2-2-G_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
HadGEM3-GC31-LL,hist-GHG,False,data_DAT_HadGEM3-GC31-LL_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
HadGEM3-GC31-MM,hist-GHG,False,data_DAT_HadGEM3-GC31-MM_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
INM-CM4-8,hist-GHG,False,data_DAT_INM-CM4-8_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
INM-CM5-0,hist-GHG,False,data_DAT_INM-CM5-0_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
IPSL-CM6A-LR,hist-GHG,False,data_DAT_IPSL-CM6A-LR_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
MIROC-ES2L,hist-GHG,False,data_DAT_MIROC-ES2L_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
MIROC6,hist-GHG,False,data_DAT_MIROC6_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
UKESM1-0-LL,hist-GHG,False,data_DAT_UKESM1-0-LL_hist-GHG_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
ACCESS-CM2,hist-aer,False,data_DAT_ACCESS-CM2_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
ACCESS-ESM1-5,hist-aer,False,data_DAT_ACCESS-ESM1-5_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CanESM5,hist-aer,False,data_DAT_CanESM5_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CanESM5-1,hist-aer,False,data_DAT_CanESM5-1_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CanESM5-CanOE,hist-aer,False,data_DAT_CanESM5-CanOE_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CESM2,hist-aer,False,data_DAT_CESM2_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CESM2-WACCM,hist-aer,False,data_DAT_CESM2-WACCM_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3,hist-aer,False,data_DAT_EC-Earth3_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3-CC,hist-aer,False,data_DAT_EC-Earth3-CC_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3-Veg,hist-aer,False,data_DAT_EC-Earth3-Veg_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3-Veg-LR,hist-aer,False,data_DAT_EC-Earth3-Veg-LR_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
FGOALS-g3,hist-aer,False,data_DAT_FGOALS-g3_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GFDL-CM4,hist-aer,False,data_DAT_GFDL-CM4_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GFDL-ESM4,hist-aer,False,data_DAT_GFDL-ESM4_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GISS-E2-1-G,hist-aer,False,data_DAT_GISS-E2-1-G_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GISS-E2-1-H,hist-aer,False,data_DAT_GISS-E2-1-H_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GISS-E2-2-G,hist-aer,False,data_DAT_GISS-E2-2-G_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
HadGEM3-GC31-LL,hist-aer,False,data_DAT_HadGEM3-GC31-LL_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
HadGEM3-GC31-MM,hist-aer,False,data_DAT_HadGEM3-GC31-MM_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
INM-CM4-8,hist-aer,False,data_DAT_INM-CM4-8_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
INM-CM5-0,hist-aer,False,data_DAT_INM-CM5-0_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
IPSL-CM6A-LR,hist-aer,False,data_DAT_IPSL-CM6A-LR_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
MIROC-ES2L,hist-aer,False,data_DAT_MIROC-ES2L_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
MIROC6,hist-aer,False,data_DAT_MIROC6_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
UKESM1-0-LL,hist-aer,False,data_DAT_UKESM1-0-LL_hist-aer_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
ACCESS-CM2,hist-nat,False,data_DAT_ACCESS-CM2_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
ACCESS-ESM1-5,hist-nat,False,data_DAT_ACCESS-ESM1-5_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CanESM5,hist-nat,False,data_DAT_CanESM5_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CanESM5-1,hist-nat,False,data_DAT_CanESM5-1_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CanESM5-CanOE,hist-nat,False,data_DAT_CanESM5-CanOE_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CESM2,hist-nat,False,data_DAT_CESM2_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CESM2-WACCM,hist-nat,False,data_DAT_CESM2-WACCM_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3,hist-nat,False,data_DAT_EC-Earth3_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3-CC,hist-nat,False,data_DAT_EC-Earth3-CC_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3-Veg,hist-nat,False,data_DAT_EC-Earth3-Veg_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3-Veg-LR,hist-nat,False,data_DAT_EC-Earth3-Veg-LR_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
FGOALS-g3,hist-nat,False,data_DAT_FGOALS-g3_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GFDL-CM4,hist-nat,False,data_DAT_GFDL-CM4_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GFDL-ESM4,hist-nat,False,data_DAT_GFDL-ESM4_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GISS-E2-1-G,hist-nat,False,data_DAT_GISS-E2-1-G_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GISS-E2-1-H,hist-nat,False,data_DAT_GISS-E2-1-H_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GISS-E2-2-G,hist-nat,False,data_DAT_GISS-E2-2-G_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
HadGEM3-GC31-LL,hist-nat,False,data_DAT_HadGEM3-GC31-LL_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
HadGEM3-GC31-MM,hist-nat,False,data_DAT_HadGEM3-GC31-MM_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
INM-CM4-8,hist-nat,False,data_DAT_INM-CM4-8_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
INM-CM5-0,hist-nat,False,data_DAT_INM-CM5-0_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
IPSL-CM6A-LR,hist-nat,False,data_DAT_IPSL-CM6A-LR_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
MIROC-ES2L,hist-nat,False,data_DAT_MIROC-ES2L_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
MIROC6,hist-nat,False,data_DAT_MIROC6_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
UKESM1-0-LL,hist-nat,False,data_DAT_UKESM1-0-LL_hist-nat_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
ACCESS-CM2,abrupt-2xCO2,False,data_DAT_ACCESS-CM2_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
ACCESS-ESM1-5,abrupt-2xCO2,False,data_DAT_ACCESS-ESM1-5_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
